0, 0, 24, 0, 0, 0, 0, 0
0, 0, 24, 0, 0, 0, 0, 0
0, 0, 24, 0, 0, 0, 0, 0
0, 0, 24, 0, 0, 0, 0, 0
0, 0, 24, 0, 0, 0, 0, 0
0, 0, 24, 0, 0, 0, 0, 0
0, 0, 24, 0, 0, 0, 0, 0
0, 0, 24, 0, 0, 0, 0, 0
0, 0, 24, 0, 0, 0, 0, 0
0, 0, 24, 0, 0, 0, 0, 0
0, 0, 24, 0, 0, 0, 0, 0
0, 0, 24, 0, 0, 0, 0, 0
0, 0, 24, 0, 0, 0, 0, 0
0, 0, 24, 0, 0, 0, 0, 0
0, 0, 24, 0, 0, 0, 0, 0
0, 0, 24, 0, 0, 0, 0, 0
0, 0, 24, 0, 0, 0, 0, 0
0, 0, 24, 0, 0, 0, 0, 0
0, 0, 24, 0, 0, 0, 0, 0
0, 0, 24, 0, 0, 0, 0, 0
0, 0, 24, 0, 0, 0, -25, 0
0, 0, 24, 0, 0, 0, -25, 0
0, 0, 24, 0, 0, 0, -25, 0
0, 0, 23, 0, 0, 0, -25, 0
0, 0, 23, 0, 0, 0, -25, 0
0, 0, 23, 0, 0, 0, -25, 0
0, 0, 23, 0, 0, 0, -25, -2
0, 0, 23, 0, 0, 0, -25, -2
0, 0, 23, 0, 0, 0, -25, -2
0, 0, 23, 0, 0, 0, -25, -2
0, 0, 23, 0, 0, 0, -25, -2
0, 0, 24, 0, 0, 0, -25, -2
0, 0, 24, 0, 0, 0, -25, -2
0, 0, 25, 0, 0, 0, -25, -2
0, 29, 26, 0, 0, 0, -25, -2
0, 28, 27, 0, 0, 0, -25, -2
0, 27, 28, 0, 0, 0, -25, 2
0, 26, 28, 0, 0, 0, -25, 2
0, 25, 29, 0, 0, 0, -25, 2
0, 25, 30, 0, 0, 0, -25, 2
0, 24, 31, 0, 0, 0, -25, 2
0, 24, 31, 0, 0, 0, -25, 2
0, 24, 31, 0, 0, 0, -25, 2
0, 24, 32, 0, 0, 0, -25, 2
0, 24, 32, 0, 0, 0, -25, 2
0, 24, 32, 0, 0, 0, -25, 2
0, 24, 31, 0, 0, 0, -25, 2
0, 25, 31, 0, 0, 0, -25, 2
0, 25, 31, 0, 0, 0, -25, 2
0, 26, 30, 0, 0, 0, -25, 2
0, 27, 29, 0, 0, 0, -25, 2
0, 27, 29, 0, 0, 0, -25, -2
0, 28, 28, 0, 0, 0, -25, -2
0, 28, 28, 0, 0, 0, -25, -2
0, 28, 28, 0, 0, 0, -25, -2
0, 29, 28, 0, 0, 0, -25, -2
0, 29, 28, 0, 0, 0, -25, -2
0, 28, 28, 0, 0, 0, -25, -2
0, 28, 28, 0, 0, 0, -25, -2
0, 28, 28, 0, 0, 0, -25, -2
0, 27, 29, 0, 0, 0, -25, -2
0, 27, 29, 0, 0, 0, -25, -2
0, 26, 30, 0, 0, 0, -25, -2
0, 26, 31, 0, 0, 0, -25, 2
0, 25, 32, 0, 0, 0, -25, 2
0, 25, 32, 0, 0, 0, -25, 2
0, 25, 32, 0, 0, 0, -25, 2
0, 25, 0, 0, 0, 0, -25, 2
0, 25, 0, 0, 0, 0, -25, 2
0, 25, 0, 0, 0, 0, -25, 2
0, 25, 0, 0, 0, 0, -25, 2
0, 26, 0, 0, 0, 0, -25, 2
0, 26, 0, 0, 0, 0, -25, 2
0, 27, 0, 0, 0, 0, -25, 2
0, 28, 0, 0, 0, 0, -25, 2
0, 29, 0, 0, 0, 0, -25, 2
0, 30, 0, 0, 0, 0, -25, 2
0, 31, 0, 0, 0, 0, -25, 2
0, 32, 0, 0, 0, 0, -25, 2
0, 33, 90, 0, 0, 0, -25, 2
0, 34, 71, 0, 0, 0, -25, 2
0, 36, 59, 0, 0, 0, -25, 2
0, 37, 51, 0, 0, 0, -25, 2
0, 38, 45, 0, 0, 0, -25, 2
0, 39, 41, 0, 0, 0, -25, -2
0, 40, 39, 0, 0, 0, -25, -2
0, 41, 38, 0, 0, 0, -25, -2
0, 42, 38, 0, 0, 0, -25, -2
0, 42, 39, 0, 0, 0, -25, -2
0, 43, 40, 0, 0, 0, -25, -2
0, 43, 43, 0, 0, 0, -25, -2
0, 43, 45, 0, 0, 0, -25, -2
0, 43, 49, 0, 0, 0, -25, -2
0, 42, 53, 0, 0, 0, -25, -2
0, 42, 57, 0, 0, 0, -25, 2
0, 42, 59, 0, 0, 0, -25, 2
0, 42, 61, 0, 0, 0, -25, 2
0, 43, 61, 0, 0, 0, -25, 2
0, 43, 61, 0, 0, 0, -25, 2
0, 44, 61, 0, 0, 0, -25, -2
0, 44, 62, 0, 0, 0, -25, -2
0, 44, 64, 0, 0, 0, -25, -2
0, 43, 67, 0, 0, 0, -25, -2
0, 43, 71, 0, 0, 0, -25, -2
0, 42, 75, 0, 0, 0, -25, -2
0, 42, 81, 0, 0, 0, -25, -2
0, 41, 0, 0, 0, 0, -25, -2
0, 39, 0, 0, 0, 0, -25, -2
0, 38, 0, 0, 0, 0, -25, -2
0, 37, 0, 0, 0, 0, -25, -2
0, 35, 0, 0, 0, 0, -25, -2
0, 33, 0, 0, 0, 0, -25, -2
0, 32, 0, 0, 0, 0, -25, 2
0, 31, 0, 0, 0, 0, -25, 2
0, 30, 0, 0, 0, 0, -25, 2
0, 29, 0, 0, 0, 0, -25, 2
0, 28, 0, 0, 0, 0, -25, 2
0, 28, 0, 0, 0, 0, -25, 2
0, 27, 0, 0, 0, 0, -25, 2
0, 27, 0, 0, 0, 0, -25, 2
0, 27, 0, 0, 0, 0, -25, 2
